Date,Vehicle_ID,Driver_ID,Route_ID,Origin_City,Destination_City,Planned_Kilometers,Actual_Kilometers,Fuel_Consumed_Liters,Delivery_Time_Hours,Delay_Hours,Cargo_Weight_Tons,On_Time_Delivery,Weather_Conditions,Traffic_Conditions,Comments
2024-01-16,V027,D093,R018,Mumbai,Nagpur,362,372,53.55,8.76,1.88,19.55,No,Foggy,Heavy,Vehicle Breakdown
2024-03-21,V039,D055,R013,Chennai,Surat,863,935,159.16,20.78,0.7,9.1,Yes,Foggy,Light,Late Departure
2024-02-04,V012,D026,R010,Delhi,Jaipur,920,887,121.74,21.75,3.18,18.68,No,Stormy,Heavy,Late Departure
2024-02-14,V041,D007,R019,Chennai,Indore,1093,1042,130.81,22.22,1.1,9.01,No,Rainy,Heavy,Traffic Jam
2024-01-23,V008,D055,R008,Bangalore,Nagpur,603,619,103.62,12.71,0.15,13.18,Yes,Foggy,Heavy,Vehicle Breakdown
2024-01-27,V018,D023,R007,Bangalore,Surat,1487,1474,291.71,32.29,1.3,9.68,No,Stormy,Light,Late Departure
2024-02-13,V016,D050,R010,Delhi,Ahmedabad,607,583,75.91,12.85,0.18,11.2,Yes,Clear,Moderate,Traffic Jam
2024-03-18,V004,D048,R002,Chennai,Nagpur,770,788,152.09,16.34,2.48,15.48,No,Foggy,Light,Vehicle Breakdown
2024-03-02,V044,D040,R018,Delhi,Lucknow,410,401,52.85,9.8,4.39,3.29,No,Clear,Light,Vehicle Breakdown
2024-02-21,V005,D008,R006,Bangalore,Ahmedabad,448,458,67.44,11.21,2.21,13.28,No,Foggy,Heavy,Traffic Jam
2024-02-12,V046,D047,R003,Mumbai,Surat,966,920,134.8,21.55,0.33,19.92,Yes,Stormy,Light,Late Departure
2024-04-02,V038,D041,R017,Bangalore,Lucknow,1366,1481,251.98,29.81,0.57,15.96,Yes,Stormy,Moderate,Vehicle Breakdown
2024-01-01,V039,D075,R006,Hyderabad,Surat,558,607,99.89,10.92,1.03,9.14,No,Stormy,Moderate,Vehicle Breakdown
2024-01-03,V046,D023,R009,Mumbai,Pune,312,340,52.06,7.04,1.67,6.7,No,Stormy,Light,Late Departure
2024-01-21,V040,D079,R001,Chennai,Lucknow,304,303,38.87,6.26,2.63,6.88,No,Stormy,Moderate,Smooth Delivery
2024-03-11,V016,D056,R010,Mumbai,Ahmedabad,744,767,96.91,17.98,0.26,11.2,Yes,Stormy,Heavy,Smooth Delivery
2024-03-13,V003,D001,R001,Hyderabad,Surat,705,710,129.59,13.36,7.02,12.23,No,Foggy,Light,Traffic Jam
2024-04-07,V007,D086,R003,Kolkata,Pune,414,441,58.2,8.45,0.07,4.84,Yes,Foggy,Moderate,Smooth Delivery
2024-03-27,V004,D022,R001,Hyderabad,Indore,735,706,140.37,17.87,0.75,6.34,Yes,Rainy,Heavy,Smooth Delivery
2024-03-06,V002,D039,R020,Chennai,Ahmedabad,1050,1007,152.82,25.95,2.38,2.14,No,Clear,Light,Vehicle Breakdown
2024-01-12,V038,D075,R019,Chennai,Jaipur,768,826,105.03,15.57,1.98,18.8,No,Foggy,Light,Late Departure
2024-01-28,V037,D018,R016,Hyderabad,Pune,1257,1233,154.44,24.91,1.95,8.5,No,Foggy,Light,Vehicle Breakdown
2024-02-27,V017,D083,R018,Delhi,Pune,909,937,134.59,19.17,1.83,3.48,No,Foggy,Moderate,Smooth Delivery
2024-02-10,V028,D034,R007,Kolkata,Ahmedabad,1202,1206,191.37,29.89,0.28,4.5,Yes,Stormy,Heavy,Smooth Delivery
2024-04-07,V036,D049,R004,Bangalore,Surat,549,551,85.03,15.14,4.39,15.77,No,Rainy,Heavy,Smooth Delivery
2024-02-02,V005,D060,R013,Hyderabad,Nagpur,440,466,84.44,9.35,1.13,19.68,No,Stormy,Heavy,Late Departure
2024-03-28,V001,D088,R008,Bangalore,Lucknow,1340,1423,211.53,25.76,0.25,2.27,Yes,Foggy,Light,Traffic Jam
2024-02-15,V010,D090,R015,Delhi,Nagpur,1132,1192,225.12,30.34,2.05,6.87,No,Clear,Heavy,Smooth Delivery
2024-02-03,V024,D034,R006,Delhi,Lucknow,1232,1286,165.89,29.81,0.37,3.92,Yes,Rainy,Light,Late Departure
2024-04-01,V024,D083,R013,Chennai,Ahmedabad,677,656,126.48,18.42,0.85,7.78,Yes,Rainy,Heavy,Smooth Delivery
2024-02-14,V009,D003,R010,Bangalore,Lucknow,567,598,78.57,11.18,1.13,3.84,No,Stormy,Heavy,Late Departure
2024-01-12,V021,D085,R010,Delhi,Pune,1335,1410,231.58,36.36,2.77,8.09,No,Stormy,Moderate,Vehicle Breakdown
2024-04-21,V014,D094,R006,Hyderabad,Indore,362,355,46.62,6.82,0.62,8.39,Yes,Rainy,Heavy,Late Departure
2024-04-09,V047,D042,R008,Bangalore,Jaipur,922,956,132.77,25.43,1.35,19.15,No,Clear,Moderate,Smooth Delivery
2024-01-22,V014,D072,R003,Bangalore,Nagpur,371,367,47.5,6.87,0.47,15.58,Yes,Foggy,Heavy,Weather Delay
2024-04-22,V034,D051,R006,Delhi,Nagpur,562,554,76.81,11.03,0.43,14.89,Yes,Rainy,Heavy,Vehicle Breakdown
2024-01-31,V041,D096,R011,Hyderabad,Pune,832,891,146.65,21.69,0.14,12.36,Yes,Rainy,Heavy,Traffic Jam
2024-01-24,V025,D097,R004,Delhi,Indore,827,906,121.3,18.92,1.15,7.03,No,Rainy,Moderate,Vehicle Breakdown
2024-04-08,V024,D014,R011,Bangalore,Surat,1271,1238,192.05,28.71,1.11,19.15,No,Foggy,Heavy,Vehicle Breakdown
2024-02-12,V009,D020,R013,Chennai,Lucknow,1310,1363,199.93,34.88,8.48,15.91,No,Stormy,Heavy,Vehicle Breakdown
2024-02-25,V018,D040,R009,Kolkata,Pune,368,398,63.75,8.17,1.11,5.49,No,Rainy,Moderate,Vehicle Breakdown
2024-03-24,V002,D031,R012,Chennai,Lucknow,1259,1326,172.01,32.89,0.14,15.29,Yes,Stormy,Moderate,Weather Delay
2024-03-11,V036,D029,R001,Bangalore,Jaipur,1099,1089,158.48,22.47,0.58,16.67,Yes,Rainy,Light,Vehicle Breakdown
2024-03-16,V015,D001,R008,Delhi,Jaipur,1369,1413,185.75,27.24,3.04,2.36,No,Stormy,Light,Weather Delay
2024-02-18,V003,D036,R010,Mumbai,Surat,1184,1168,221.63,27.01,3.31,10.42,No,Rainy,Light,Vehicle Breakdown
2024-02-28,V027,D017,R018,Hyderabad,Jaipur,716,771,128.9,17.13,3.39,9.66,No,Clear,Moderate,Weather Delay
2024-04-21,V008,D029,R016,Mumbai,Indore,389,415,72.68,7.21,1.28,15.67,No,Stormy,Light,Traffic Jam
2024-01-26,V035,D016,R017,Hyderabad,Lucknow,1168,1125,173.66,22.03,3.14,2.84,No,Rainy,Heavy,Late Departure
2024-04-25,V023,D079,R008,Chennai,Nagpur,1115,1110,175.36,29.0,1.96,5.32,No,Stormy,Light,Weather Delay
2024-02-27,V019,D062,R014,Mumbai,Lucknow,593,594,84.98,13.28,2.01,19.3,No,Rainy,Heavy,Weather Delay
2024-02-23,V012,D037,R013,Mumbai,Ahmedabad,1211,1171,164.27,30.58,0.8,2.59,Yes,Clear,Heavy,Weather Delay
2024-01-19,V008,D091,R013,Bangalore,Surat,396,384,64.44,9.46,3.45,15.35,No,Stormy,Light,Weather Delay
2024-03-24,V032,D057,R017,Bangalore,Pune,607,665,97.83,15.24,0.6,7.76,Yes,Rainy,Heavy,Weather Delay
2024-01-12,V019,D015,R007,Hyderabad,Ahmedabad,657,656,93.46,14.4,0.73,4.68,Yes,Stormy,Heavy,Smooth Delivery
2024-04-23,V014,D096,R018,Hyderabad,Surat,1099,1047,185.1,29.58,2.31,4.02,No,Stormy,Moderate,Traffic Jam
2024-02-03,V028,D011,R014,Mumbai,Jaipur,947,1002,162.74,25.97,2.51,12.43,No,Foggy,Light,Late Departure
2024-01-04,V040,D094,R005,Hyderabad,Indore,968,953,124.02,26.96,0.34,15.54,Yes,Clear,Moderate,Weather Delay
2024-02-26,V022,D053,R003,Delhi,Lucknow,365,385,65.61,10.07,2.93,7.65,No,Rainy,Heavy,Vehicle Breakdown
2024-03-09,V004,D056,R015,Bangalore,Nagpur,1488,1457,222.5,27.97,0.07,15.78,Yes,Clear,Heavy,Smooth Delivery
2024-03-05,V046,D057,R015,Chennai,Indore,624,646,102.93,12.51,5.06,6.13,No,Rainy,Heavy,Vehicle Breakdown
2024-04-30,V001,D052,R004,Kolkata,Nagpur,425,412,53.24,8.78,0.86,12.32,Yes,Foggy,Moderate,Late Departure
2024-01-10,V042,D048,R004,Chennai,Lucknow,533,565,77.2,9.98,0.83,7.28,Yes,Rainy,Light,Traffic Jam
2024-04-28,V015,D003,R013,Kolkata,Pune,1164,1217,194.81,24.82,0.82,4.75,Yes,Clear,Light,Weather Delay
2024-04-24,V001,D026,R018,Mumbai,Nagpur,1366,1393,196.95,26.79,1.02,4.97,No,Stormy,Light,Smooth Delivery
2024-02-25,V018,D047,R014,Mumbai,Indore,928,939,127.6,21.45,1.79,11.13,No,Foggy,Light,Vehicle Breakdown
2024-03-14,V043,D019,R014,Delhi,Jaipur,713,703,95.15,19.44,1.12,5.76,No,Stormy,Moderate,Vehicle Breakdown
2024-02-16,V001,D001,R009,Kolkata,Pune,931,893,137.2,20.69,1.84,15.41,No,Foggy,Light,Late Departure
2024-01-18,V039,D049,R003,Delhi,Nagpur,1316,1393,223.64,27.63,1.29,9.59,No,Rainy,Light,Vehicle Breakdown
2024-04-16,V050,D014,R013,Delhi,Surat,622,646,82.38,16.01,3.54,2.96,No,Foggy,Moderate,Smooth Delivery
2024-03-12,V008,D067,R004,Mumbai,Surat,1125,1120,190.98,23.67,0.21,17.88,Yes,Stormy,Light,Late Departure
2024-01-07,V018,D041,R012,Kolkata,Pune,1364,1465,210.6,30.88,4.05,16.95,No,Foggy,Heavy,Weather Delay
2024-04-11,V010,D020,R008,Chennai,Lucknow,619,634,89.23,13.36,1.33,7.96,No,Rainy,Light,Smooth Delivery
2024-02-27,V004,D082,R001,Bangalore,Jaipur,747,761,145.39,17.72,1.79,19.16,No,Foggy,Moderate,Weather Delay
2024-03-25,V034,D093,R011,Kolkata,Jaipur,642,702,105.29,13.62,0.31,14.52,Yes,Foggy,Moderate,Traffic Jam
2024-03-26,V027,D033,R015,Kolkata,Nagpur,928,891,152.2,19.19,0.56,2.9,Yes,Stormy,Heavy,Smooth Delivery
2024-03-18,V046,D087,R014,Delhi,Indore,854,917,154.61,23.55,0.12,6.53,Yes,Foggy,Light,Weather Delay
2024-03-17,V012,D090,R001,Kolkata,Jaipur,609,594,81.12,14.7,2.45,5.13,No,Foggy,Heavy,Traffic Jam
2024-01-26,V004,D011,R005,Chennai,Ahmedabad,531,543,76.87,11.05,1.38,18.65,No,Stormy,Heavy,Weather Delay
2024-02-07,V043,D077,R013,Bangalore,Indore,1442,1419,218.94,27.37,0.12,3.01,Yes,Clear,Heavy,Late Departure
2024-03-15,V002,D080,R005,Delhi,Jaipur,1139,1121,162.49,28.34,0.32,10.26,Yes,Clear,Light,Smooth Delivery
2024-03-04,V023,D008,R017,Hyderabad,Pune,1325,1380,240.18,32.31,1.43,19.02,No,Stormy,Moderate,Traffic Jam
2024-04-25,V028,D079,R005,Mumbai,Jaipur,1334,1402,190.78,31.51,0.48,10.18,Yes,Rainy,Heavy,Smooth Delivery
2024-01-23,V030,D100,R019,Kolkata,Pune,430,460,72.23,8.28,6.73,3.3,No,Stormy,Moderate,Smooth Delivery
2024-01-28,V029,D063,R019,Chennai,Pune,657,628,115.26,15.39,0.21,17.67,Yes,Foggy,Heavy,Smooth Delivery
2024-01-24,V008,D078,R016,Chennai,Jaipur,362,345,58.01,9.36,4.02,14.05,No,Rainy,Light,Late Departure
2024-04-19,V021,D001,R007,Chennai,Surat,996,1082,136.67,22.16,0.4,5.49,Yes,Stormy,Light,Vehicle Breakdown
2024-02-20,V017,D074,R004,Hyderabad,Ahmedabad,395,388,54.45,11.03,0.08,12.95,Yes,Stormy,Light,Traffic Jam
2024-01-17,V039,D039,R019,Bangalore,Jaipur,1232,1289,184.25,29.03,2.46,11.61,No,Stormy,Heavy,Late Departure
2024-03-17,V050,D045,R014,Delhi,Ahmedabad,836,807,109.18,15.46,0.09,9.04,Yes,Stormy,Light,Traffic Jam
2024-02-15,V026,D099,R020,Delhi,Surat,1114,1139,209.4,21.28,0.5,16.09,Yes,Foggy,Moderate,Weather Delay
2024-01-29,V027,D041,R014,Bangalore,Jaipur,1379,1448,213.12,35.5,0.37,2.85,Yes,Rainy,Moderate,Vehicle Breakdown
2024-03-05,V033,D016,R019,Delhi,Ahmedabad,880,867,143.63,17.03,0.68,15.58,Yes,Foggy,Light,Smooth Delivery
2024-02-15,V008,D067,R001,Chennai,Lucknow,363,368,50.04,6.66,0.41,17.52,Yes,Foggy,Moderate,Vehicle Breakdown
2024-01-26,V027,D060,R014,Delhi,Nagpur,1217,1269,170.29,25.34,0.83,6.11,Yes,Clear,Light,Traffic Jam
2024-02-13,V009,D042,R002,Mumbai,Jaipur,984,945,143.04,17.95,2.01,7.89,No,Rainy,Heavy,Traffic Jam
2024-04-06,V028,D033,R012,Mumbai,Lucknow,1100,1181,161.63,27.07,0.02,4.13,Yes,Foggy,Moderate,Late Departure
2024-04-29,V044,D088,R017,Hyderabad,Surat,1413,1528,203.47,34.54,0.5,16.27,Yes,Rainy,Light,Traffic Jam
2024-02-25,V012,D037,R009,Delhi,Pune,377,411,56.01,8.0,0.42,11.46,Yes,Clear,Light,Weather Delay
2024-02-01,V040,D027,R013,Hyderabad,Jaipur,1429,1407,189.52,33.44,2.69,8.87,No,Rainy,Light,Weather Delay
2024-04-17,V007,D058,R018,Bangalore,Nagpur,1390,1492,248.67,31.73,1.43,3.27,No,Foggy,Heavy,Traffic Jam
2024-02-13,V046,D036,R018,Bangalore,Jaipur,1031,1126,167.54,22.83,2.74,17.58,No,Foggy,Moderate,Traffic Jam
2024-04-15,V025,D027,R017,Delhi,Indore,595,611,78.52,16.39,0.18,12.74,Yes,Clear,Heavy,Traffic Jam
2024-03-19,V031,D021,R015,Chennai,Lucknow,1282,1285,201.01,30.85,0.78,16.81,Yes,Rainy,Heavy,Smooth Delivery
2024-03-10,V022,D042,R010,Mumbai,Jaipur,995,1033,129.25,19.61,0.48,6.76,Yes,Stormy,Moderate,Traffic Jam
2024-03-11,V046,D053,R005,Hyderabad,Indore,1280,1280,169.99,36.01,0.39,18.29,Yes,Stormy,Heavy,Late Departure
2024-04-13,V023,D091,R007,Chennai,Lucknow,615,643,113.19,15.62,2.98,18.09,No,Rainy,Light,Traffic Jam
2024-03-23,V033,D064,R004,Bangalore,Pune,955,943,150.6,18.47,2.21,16.65,No,Foggy,Moderate,Weather Delay
2024-02-27,V011,D082,R006,Kolkata,Pune,893,917,118.56,21.51,0.26,14.76,Yes,Rainy,Light,Late Departure
2024-03-09,V036,D066,R001,Hyderabad,Surat,988,1018,134.59,26.98,2.78,7.28,No,Clear,Light,Weather Delay
2024-03-03,V042,D091,R008,Chennai,Nagpur,690,723,141.2,14.62,1.89,8.64,No,Clear,Heavy,Vehicle Breakdown
2024-01-13,V034,D084,R014,Chennai,Lucknow,378,371,56.1,7.32,0.59,6.54,Yes,Foggy,Moderate,Traffic Jam
2024-01-12,V048,D083,R017,Hyderabad,Indore,1110,1100,140.17,26.31,0.01,16.07,Yes,Clear,Heavy,Late Departure
2024-04-27,V011,D084,R015,Hyderabad,Jaipur,623,657,121.99,11.39,1.4,11.01,No,Foggy,Moderate,Traffic Jam
2024-04-25,V019,D067,R011,Kolkata,Ahmedabad,839,845,109.8,21.04,0.5,4.2,Yes,Foggy,Light,Vehicle Breakdown
2024-02-24,V016,D006,R012,Mumbai,Indore,479,509,75.0,10.15,0.37,13.72,Yes,Foggy,Moderate,Late Departure
2024-04-10,V033,D091,R013,Mumbai,Indore,1487,1583,260.63,29.14,0.64,15.65,Yes,Rainy,Heavy,Smooth Delivery
2024-03-28,V015,D060,R017,Mumbai,Lucknow,967,923,138.72,17.78,5.96,7.07,No,Stormy,Moderate,Weather Delay
2024-03-01,V016,D063,R006,Kolkata,Ahmedabad,1059,1076,207.36,20.18,1.26,8.93,No,Stormy,Heavy,Smooth Delivery
2024-03-31,V048,D093,R011,Mumbai,Lucknow,722,698,89.03,15.83,0.5,8.3,Yes,Rainy,Light,Late Departure
2024-02-29,V030,D085,R001,Delhi,Indore,399,395,58.04,7.44,2.91,10.29,No,Stormy,Moderate,Weather Delay
2024-03-10,V010,D096,R013,Chennai,Pune,387,415,66.2,9.66,6.15,7.47,No,Rainy,Moderate,Weather Delay
2024-02-23,V040,D027,R016,Mumbai,Jaipur,1005,1003,125.86,26.67,2.14,18.84,No,Foggy,Moderate,Late Departure
2024-03-09,V038,D032,R014,Hyderabad,Pune,1050,1078,215.27,24.71,0.18,9.49,Yes,Stormy,Light,Traffic Jam
2024-03-21,V027,D095,R008,Mumbai,Ahmedabad,712,760,120.33,16.32,1.22,12.47,No,Rainy,Light,Weather Delay
2024-01-10,V014,D095,R014,Mumbai,Pune,464,500,84.39,9.02,1.25,7.41,No,Rainy,Light,Late Departure
2024-03-08,V026,D012,R007,Bangalore,Ahmedabad,1186,1179,193.81,24.99,0.39,18.57,Yes,Stormy,Heavy,Late Departure
2024-02-05,V017,D075,R010,Delhi,Indore,367,380,48.97,10.21,0.63,2.41,Yes,Clear,Light,Traffic Jam
2024-01-03,V022,D036,R005,Hyderabad,Indore,885,876,115.48,24.77,0.86,4.12,Yes,Foggy,Moderate,Smooth Delivery
2024-02-12,V045,D014,R017,Hyderabad,Surat,835,845,112.42,17.59,2.0,8.28,No,Clear,Light,Weather Delay
2024-03-13,V003,D069,R001,Chennai,Lucknow,758,827,116.02,17.45,0.83,18.54,Yes,Foggy,Heavy,Smooth Delivery
2024-02-03,V011,D039,R010,Kolkata,Jaipur,302,313,43.97,6.97,0.38,15.02,Yes,Stormy,Moderate,Late Departure
2024-03-26,V033,D019,R001,Chennai,Ahmedabad,453,471,72.42,9.54,0.35,16.29,Yes,Stormy,Light,Smooth Delivery
2024-04-30,V001,D024,R020,Chennai,Indore,1203,1313,171.11,29.04,0.78,16.55,Yes,Rainy,Light,Vehicle Breakdown
2024-01-20,V011,D066,R006,Kolkata,Pune,1280,1330,200.19,23.91,1.15,11.27,No,Clear,Heavy,Weather Delay
2024-01-21,V017,D100,R020,Delhi,Surat,334,319,61.25,9.5,3.67,9.35,No,Foggy,Moderate,Vehicle Breakdown
2024-03-29,V035,D057,R001,Hyderabad,Jaipur,1486,1516,201.16,31.49,1.41,7.34,No,Foggy,Heavy,Traffic Jam
2024-04-27,V048,D039,R004,Bangalore,Ahmedabad,502,539,98.04,13.92,0.32,6.82,Yes,Stormy,Moderate,Smooth Delivery
2024-02-04,V022,D001,R008,Hyderabad,Surat,1073,1064,151.75,27.26,1.69,3.64,No,Foggy,Light,Vehicle Breakdown
2024-02-22,V013,D036,R012,Mumbai,Nagpur,1009,980,150.16,18.88,2.94,19.44,No,Foggy,Heavy,Late Departure
2024-03-03,V043,D018,R017,Bangalore,Indore,788,825,117.4,16.59,1.46,4.65,No,Foggy,Light,Traffic Jam
2024-01-31,V026,D005,R007,Hyderabad,Pune,1285,1325,215.16,29.3,1.11,4.31,No,Foggy,Heavy,Weather Delay
2024-01-25,V001,D099,R006,Kolkata,Surat,390,391,75.33,7.14,0.19,6.65,Yes,Clear,Heavy,Vehicle Breakdown
2024-03-04,V002,D088,R014,Bangalore,Pune,748,810,125.62,19.83,0.73,4.09,Yes,Stormy,Heavy,Weather Delay
2024-02-01,V006,D008,R007,Bangalore,Surat,1094,1072,207.91,25.0,2.46,12.55,No,Foggy,Moderate,Weather Delay
2024-04-02,V011,D089,R002,Bangalore,Jaipur,546,568,101.4,13.04,2.8,3.58,No,Foggy,Light,Smooth Delivery
2024-01-27,V041,D096,R012,Delhi,Ahmedabad,785,846,131.14,15.17,0.57,8.1,Yes,Foggy,Heavy,Traffic Jam
2024-02-26,V018,D067,R014,Delhi,Nagpur,530,563,76.55,13.39,5.41,3.52,No,Clear,Moderate,Late Departure
2024-02-13,V011,D030,R014,Hyderabad,Pune,785,753,110.96,15.87,4.86,9.29,No,Foggy,Light,Smooth Delivery
2024-03-14,V007,D043,R020,Hyderabad,Nagpur,830,791,116.18,20.35,0.85,10.79,Yes,Clear,Light,Late Departure
2024-03-20,V046,D077,R016,Bangalore,Lucknow,1391,1334,206.57,31.96,1.87,13.62,No,Foggy,Moderate,Weather Delay
2024-03-25,V037,D052,R004,Mumbai,Surat,1070,1046,186.17,26.74,0.3,13.83,Yes,Foggy,Heavy,Traffic Jam
2024-02-24,V004,D076,R012,Bangalore,Surat,1026,1127,162.01,21.77,0.79,7.63,Yes,Clear,Heavy,Vehicle Breakdown
2024-02-23,V024,D077,R003,Hyderabad,Surat,731,794,100.42,16.27,0.51,15.86,Yes,Clear,Light,Traffic Jam
2024-01-17,V043,D022,R016,Kolkata,Lucknow,1036,1004,137.6,20.16,0.2,19.58,Yes,Stormy,Light,Vehicle Breakdown
2024-04-02,V025,D048,R018,Delhi,Surat,1357,1489,190.65,30.21,0.42,12.48,Yes,Foggy,Light,Traffic Jam
2024-03-27,V037,D025,R018,Bangalore,Surat,571,578,102.89,13.13,1.64,3.28,No,Stormy,Light,Traffic Jam
2024-01-10,V043,D078,R013,Chennai,Jaipur,1474,1474,291.69,29.49,1.54,3.13,No,Foggy,Moderate,Smooth Delivery
2024-04-09,V023,D001,R008,Chennai,Lucknow,486,532,104.98,10.38,2.25,16.18,No,Rainy,Heavy,Vehicle Breakdown
2024-04-29,V015,D081,R003,Hyderabad,Indore,1251,1194,154.68,23.44,1.24,10.68,No,Stormy,Moderate,Late Departure
2024-01-07,V026,D094,R004,Delhi,Nagpur,561,536,80.17,12.99,2.22,9.27,No,Clear,Light,Weather Delay
2024-04-02,V008,D075,R018,Chennai,Lucknow,347,365,68.81,9.21,0.23,2.82,Yes,Clear,Light,Smooth Delivery
2024-02-04,V016,D009,R001,Mumbai,Surat,1393,1436,194.53,29.51,1.28,14.25,No,Stormy,Heavy,Vehicle Breakdown
2024-04-03,V032,D024,R019,Bangalore,Jaipur,415,415,68.19,10.05,1.87,4.91,No,Rainy,Moderate,Late Departure
2024-03-01,V042,D049,R003,Delhi,Jaipur,1116,1062,156.44,20.73,1.41,16.09,No,Foggy,Light,Traffic Jam
2024-04-09,V011,D066,R008,Chennai,Surat,1436,1509,232.43,29.09,2.61,6.05,No,Clear,Light,Smooth Delivery
2024-03-01,V038,D094,R017,Chennai,Ahmedabad,733,733,129.25,16.64,3.25,8.21,No,Foggy,Light,Smooth Delivery
2024-04-23,V041,D091,R016,Delhi,Pune,912,917,120.96,20.13,1.15,17.49,No,Rainy,Light,Weather Delay
2024-02-07,V025,D019,R004,Kolkata,Jaipur,333,340,48.26,9.07,0.3,9.28,Yes,Rainy,Heavy,Smooth Delivery
2024-03-07,V017,D041,R014,Hyderabad,Lucknow,723,740,93.7,13.29,2.86,7.68,No,Stormy,Moderate,Vehicle Breakdown
2024-02-28,V034,D064,R016,Mumbai,Lucknow,910,996,140.92,21.23,1.81,2.3,No,Clear,Heavy,Vehicle Breakdown
2024-02-06,V020,D035,R005,Chennai,Jaipur,461,448,59.82,9.62,0.68,11.01,Yes,Clear,Heavy,Late Departure
2024-01-13,V033,D087,R015,Chennai,Lucknow,1229,1334,193.48,28.61,0.19,7.29,Yes,Rainy,Light,Vehicle Breakdown
2024-03-30,V030,D019,R019,Delhi,Indore,1124,1232,195.18,25.29,1.04,17.91,No,Foggy,Moderate,Weather Delay
2024-01-04,V047,D085,R010,Delhi,Jaipur,367,381,53.81,8.58,0.04,18.76,Yes,Rainy,Light,Vehicle Breakdown
2024-03-10,V026,D014,R007,Bangalore,Nagpur,734,801,102.07,13.62,2.53,14.32,No,Clear,Moderate,Vehicle Breakdown
2024-04-24,V049,D081,R017,Delhi,Nagpur,563,606,89.1,14.94,0.74,19.48,Yes,Stormy,Moderate,Vehicle Breakdown
2024-02-29,V019,D024,R012,Bangalore,Surat,423,424,55.76,11.47,0.61,8.32,Yes,Clear,Heavy,Late Departure
2024-03-28,V014,D041,R018,Kolkata,Ahmedabad,1068,1022,190.77,27.48,2.73,3.14,No,Stormy,Heavy,Smooth Delivery
2024-04-22,V022,D091,R013,Bangalore,Jaipur,1397,1389,276.11,28.56,1.45,13.61,No,Clear,Light,Smooth Delivery
2024-02-18,V015,D009,R007,Mumbai,Nagpur,1308,1316,233.96,26.47,2.5,4.49,No,Stormy,Light,Vehicle Breakdown
2024-01-23,V030,D054,R011,Kolkata,Surat,710,726,126.35,18.51,1.99,11.69,No,Clear,Moderate,Weather Delay
2024-04-07,V028,D001,R003,Delhi,Lucknow,641,629,106.07,11.8,2.83,17.84,No,Clear,Moderate,Smooth Delivery
2024-03-25,V041,D064,R019,Bangalore,Jaipur,1208,1230,179.0,28.4,0.12,9.22,Yes,Rainy,Moderate,Smooth Delivery
2024-02-01,V005,D034,R018,Chennai,Pune,1386,1440,245.67,26.67,0.25,8.61,Yes,Foggy,Moderate,Weather Delay
2024-02-20,V003,D006,R015,Kolkata,Jaipur,1165,1128,181.51,32.55,0.48,9.21,Yes,Stormy,Light,Traffic Jam
2024-03-23,V032,D079,R009,Delhi,Ahmedabad,1426,1456,219.57,35.21,1.11,11.16,No,Stormy,Light,Late Departure
2024-02-22,V016,D013,R018,Hyderabad,Surat,962,959,128.03,20.95,0.61,19.05,Yes,Clear,Heavy,Traffic Jam
2024-02-18,V018,D091,R020,Kolkata,Indore,1475,1588,199.8,30.2,0.71,7.06,Yes,Rainy,Heavy,Traffic Jam
2024-04-26,V020,D091,R011,Hyderabad,Pune,947,993,125.02,19.92,3.2,7.92,No,Rainy,Moderate,Vehicle Breakdown
2024-01-13,V012,D061,R015,Bangalore,Surat,1326,1340,173.6,26.45,5.98,15.95,No,Clear,Moderate,Late Departure
2024-02-19,V016,D044,R005,Delhi,Lucknow,441,448,67.95,8.32,1.2,6.6,No,Rainy,Light,Weather Delay
2024-04-03,V007,D097,R020,Hyderabad,Nagpur,667,677,103.38,18.06,2.04,3.97,No,Foggy,Light,Traffic Jam
2024-03-01,V027,D047,R015,Delhi,Surat,1481,1496,201.78,33.39,2.77,8.15,No,Clear,Light,Late Departure
2024-04-11,V021,D016,R015,Mumbai,Ahmedabad,1381,1510,268.28,38.61,3.09,15.54,No,Rainy,Heavy,Traffic Jam
2024-01-31,V027,D091,R018,Chennai,Pune,863,849,106.74,19.16,4.53,11.09,No,Clear,Light,Late Departure
2024-01-05,V004,D068,R018,Mumbai,Surat,1359,1387,218.51,32.59,1.14,10.15,No,Rainy,Moderate,Smooth Delivery
2024-01-09,V036,D006,R009,Delhi,Lucknow,1366,1305,225.73,34.79,3.03,12.78,No,Stormy,Moderate,Late Departure
2024-04-12,V018,D096,R020,Kolkata,Lucknow,620,660,83.86,12.95,6.08,7.61,No,Foggy,Heavy,Vehicle Breakdown
2024-02-04,V018,D092,R011,Bangalore,Lucknow,1375,1344,216.43,30.96,3.39,12.08,No,Clear,Moderate,Weather Delay
2024-02-13,V039,D083,R012,Hyderabad,Ahmedabad,1150,1142,158.0,25.49,0.27,12.38,Yes,Clear,Light,Traffic Jam
2024-03-15,V022,D013,R006,Hyderabad,Jaipur,887,963,127.92,18.98,0.71,3.57,Yes,Stormy,Light,Smooth Delivery
2024-01-27,V012,D020,R007,Chennai,Lucknow,630,642,88.48,14.93,0.4,18.76,Yes,Clear,Moderate,Late Departure
2024-03-23,V020,D084,R018,Hyderabad,Nagpur,861,924,133.63,22.82,0.23,3.86,Yes,Rainy,Heavy,Weather Delay
